source,source_kind,raw_line,source_text_all,candidate_norm,candidate_formatted,ocr_confidence,line_index,line_center_y,line_height_ratio,source_bonus,pattern_score,confidence_bonus,line_quality_bonus,noise_penalty,agreement_bonus,conflict_adjustment,score,removed_noise_suffix,notes,final_score,run_label,filename,plat_gt,rank,selected
enhanced_main_roi,enhanced_main_roi_line,BE2476NCZ,BE2476NCZ - lunod,BE2476NC,BE 2476 NC,0.9949057698249817,0.0,0.46226415094339623,0.8490566037735849,0.3,104.0,11.93886923789978,8.0,-3.7,16.0,0.0,120.53886923789977,Z,candidate from single OCR line; removed trailing noisy suffix after valid 2-letter plate suffix: Z; shorter suffix penalized because 3-letter suffix remains plausible; agreement with another OCR source,136.53886923789977,improved_v2_test,alpr_lampung_000174.jpg,BE 2476 NCZ,7,False
main_roi,main_roi_line,BE2476NCZ,BE2476NCZ,BE2476NCZ,BE 2476 NCZ,0.9957225322723389,0.0,0.46540880503144655,0.7547169811320755,2.2,118.0,11.948670387268066,8.0,0.0,16.0,-20.0,140.14867038726806,,candidate from single OCR line; exact plate-like candidate without trailing noise; agreement with another OCR source; main_roi penalized: comparable suffix conflict with plausible full_crop candidate; main_roi penalized: comparable suffix conflict with plausible full_crop candidate,136.14867038726806,improved_v2_test,alpr_lampung_000174.jpg,BE 2476 NCZ,8,False
main_roi,main_roi_line,BE2476NCZ,BE2476NCZ,BE2476N,BE 2476 N,0.9957225322723389,0.0,0.46540880503144655,0.7547169811320755,2.2,102.0,11.948670387268066,8.0,-4.4,16.0,0.0,119.74867038726806,CZ,candidate from single OCR line; removed trailing noisy suffix after valid 1-letter plate suffix: CZ; shorter suffix penalized because 3-letter suffix remains plausible; agreement with another OCR source,135.74867038726808,improved_v2_test,alpr_lampung_000174.jpg,BE 2476 NCZ,9,False
full_crop,full_crop_line,BE2476NCZ,BE2476NCZ 05.29,BE2476N,BE 2476 N,0.996484637260437,0.0,0.33584905660377357,0.41509433962264153,2.0,102.0,11.957815647125244,8.0,-4.4,16.0,0.0,119.55781564712524,CZ,candidate from single OCR line; removed trailing noisy suffix after valid 1-letter plate suffix: CZ; shorter suffix penalized because 3-letter suffix remains plausible; agreement with another OCR source,135.55781564712524,improved_v2_test,alpr_lampung_000174.jpg,BE 2476 NCZ,10,False
enhanced_main_roi,enhanced_main_roi_line,BE2476NCZ,BE2476NCZ - lunod,BE2476N,BE 2476 N,0.9949057698249817,0.0,0.46226415094339623,0.8490566037735849,0.3,102.0,11.93886923789978,8.0,-4.4,16.0,0.0,117.83886923789977,CZ,candidate from single OCR line; removed trailing noisy suffix after valid 1-letter plate suffix: CZ; shorter suffix penalized because 3-letter suffix remains plausible; agreement with another OCR source,133.83886923789976,improved_v2_test,alpr_lampung_000174.jpg,BE 2476 NCZ,11,False
main_roi,main_roi_joined,BE2476NCZ,BE2476NCZ,BE2476NC,BE 2476 NC,0.9957225322723389,,,,0.8,104.0,11.948670387268066,0.0,-3.7,16.0,0.0,113.04867038726806,Z,removed trailing noisy suffix after valid 2-letter plate suffix: Z; shorter suffix penalized because 3-letter suffix remains plausible; agreement with another OCR source,129.04867038726806,improved_v2_test,alpr_lampung_000174.jpg,BE 2476 NCZ,12,False
full_crop,full_crop_joined,BE2476NCZ 05.29,BE2476NCZ 05.29,BE2476NC,BE 2476 NC,0.9556401073932648,,,,0.5,107.0,11.467681288719177,0.0,-6.5,16.0,0.0,112.46768128871918,Z0529,removed trailing noisy suffix after valid 2-letter plate suffix: Z0529; trailing digits/date-like noise removed; shorter suffix penalized because 3-letter suffix remains plausible; agreement with another OCR source,128.46768128871918,improved_v2_test,alpr_lampung_000174.jpg,BE 2476 NCZ,13,False
main_roi,main_roi_joined,BE2476NCZ,BE2476NCZ,BE2476NCZ,BE 2476 NCZ,0.9957225322723389,,,,0.8,118.0,11.948670387268066,0.0,0.0,16.0,-20.0,130.74867038726808,,exact plate-like candidate without trailing noise; agreement with another OCR source; main_roi penalized: comparable suffix conflict with plausible full_crop candidate; main_roi penalized: comparable suffix conflict with plausible full_crop candidate,126.74867038726808,improved_v2_test,alpr_lampung_000174.jpg,BE 2476 NCZ,14,False
main_roi,main_roi_joined,BE2476NCZ,BE2476NCZ,BE2476N,BE 2476 N,0.9957225322723389,,,,0.8,102.0,11.948670387268066,0.0,-4.4,16.0,0.0,110.34867038726806,CZ,removed trailing noisy suffix after valid 1-letter plate suffix: CZ; shorter suffix penalized because 3-letter suffix remains plausible; agreement with another OCR source,126.34867038726806,improved_v2_test,alpr_lampung_000174.jpg,BE 2476 NCZ,15,False
full_crop,full_crop_joined,BE2476NCZ 05.29,BE2476NCZ 05.29,BE2476N,BE 2476 N,0.9556401073932648,,,,0.5,105.0,11.467681288719177,0.0,-7.199999999999999,16.0,0.0,109.76768128871917,CZ0529,removed trailing noisy suffix after valid 1-letter plate suffix: CZ0529; trailing digits/date-like noise removed; shorter suffix penalized because 3-letter suffix remains plausible; agreement with another OCR source,125.76768128871917,improved_v2_test,alpr_lampung_000174.jpg,BE 2476 NCZ,16,False
enhanced_main_roi,enhanced_main_roi_joined,BE2476NCZ,BE2476NCZ - lunod,BE2476NC,BE 2476 NC,0.6639015674591064,,,,-0.5,104.0,7.966818809509277,0.0,-3.7,16.0,0.0,107.76681880950927,Z,removed trailing noisy suffix after valid 2-letter plate suffix: Z; shorter suffix penalized because 3-letter suffix remains plausible; agreement with another OCR source,123.76681880950927,improved_v2_test,alpr_lampung_000174.jpg,BE 2476 NCZ,17,False
enhanced_main_roi,enhanced_main_roi_joined,BE2476NCZ,BE2476NCZ - lunod,BE2476N,BE 2476 N,0.6639015674591064,,,,-0.5,102.0,7.966818809509277,0.0,-4.4,16.0,0.0,105.06681880950927,CZ,removed trailing noisy suffix after valid 1-letter plate suffix: CZ; shorter suffix penalized because 3-letter suffix remains plausible; agreement with another OCR source,121.06681880950927,improved_v2_test,alpr_lampung_000174.jpg,BE 2476 NCZ,18,False
main_roi,main_roi_line,BE:8836°D,BE:8836°D,BE8836D,BE 8836 D,0.9512710571289062,0.0,0.5285714285714286,0.9428571428571428,2.2,110.0,11.415252685546875,8.0,0.0,16.0,0.0,131.61525268554686,,candidate from single OCR line; exact plate-like candidate without trailing noise; agreement with another OCR source,147.61525268554686,improved_v2_test,alpr_lampung_000179.jpg,BE 8836 D,1,True
main_roi,main_roi_joined,BE:8836°D,BE:8836°D,BE8836D,BE 8836 D,0.9512710571289062,,,,0.8,110.0,11.415252685546875,0.0,0.0,16.0,0.0,122.21525268554687,,exact plate-like candidate without trailing noise; agreement with another OCR source,138.2152526855469,improved_v2_test,alpr_lampung_000179.jpg,BE 8836 D,2,False
full_crop,full_crop_joined,BE:8836 D,BE:8836 D G7·28,BE8836D,BE 8836 D,0.9609989126523336,,,,0.5,110.0,11.531986951828003,0.0,0.0,16.0,0.0,122.031986951828,,exact plate-like candidate without trailing noise; agreement with another OCR source,138.031986951828,improved_v2_test,alpr_lampung_000179.jpg,BE 8836 D,3,False
enhanced_main_roi,enhanced_main_roi_joined,BE 8836 © D,BE 8836 © D,BE8836D,BE 8836 D,0.8025690279901028,,,,-0.5,110.0,9.630828335881233,0.0,0.0,16.0,0.0,119.13082833588123,,exact plate-like candidate without trailing noise; agreement with another OCR source,135.13082833588123,improved_v2_test,alpr_lampung_000179.jpg,BE 8836 D,4,False
main_roi,main_roi_joined,BE 2866 KK,BE 2866 KK,BE2866KK,BE 2866 KK,0.9982319076855978,,,,0.8,112.0,11.978782892227173,0.0,0.0,8.0,0.0,124.77878289222717,,exact plate-like candidate without trailing noise; agreement with another OCR source,132.77878289222718,improved_v2_test,alpr_lampung_000181.jpg,BE 2866 KK,1,True
full_crop,full_crop_joined,BE 2866 KK 06.3C,BE 2866 KK 06.3C,BE2866KK,BE 2866 KK,0.9483263343572617,,,,0.5,107.0,11.37991601228714,0.0,-2.8,8.0,0.0,116.07991601228714,063C,removed trailing noisy suffix after valid 2-letter plate suffix: 063C; trailing digits/date-like noise removed; agreement with another OCR source,124.07991601228714,improved_v2_test,alpr_lampung_000181.jpg,BE 2866 KK,2,False
main_roi,main_roi_joined,BE 2866 KK,BE 2866 KK,BE2866K,BE 2866 K,0.9982319076855978,,,,0.8,102.0,11.978782892227173,0.0,-0.7,8.0,0.0,114.07878289222717,K,removed trailing noisy suffix after valid 1-letter plate suffix: K; agreement with another OCR source,122.07878289222717,improved_v2_test,alpr_lampung_000181.jpg,BE 2866 KK,3,False
full_crop,full_crop_joined,BE 2866 KK 06.3C,BE 2866 KK 06.3C,BE2866K,BE 2866 K,0.9483263343572617,,,,0.5,105.0,11.37991601228714,0.0,-3.5,8.0,0.0,113.37991601228714,K063C,removed trailing noisy suffix after valid 1-letter plate suffix: K063C; trailing digits/date-like noise removed; agreement with another OCR source,121.37991601228714,improved_v2_test,alpr_lampung_000181.jpg,BE 2866 KK,4,False
